0.948547,0.282854,0.257246,0.084652
0.911233,0.271727,0.247126,0.081322
0.972936,0.290127,0.26386,0.086829
1.001732,0.298714,0.27167,0.089398
0.881443,0.262844,0.239047,0.078663
1.010323,0.301275,0.274,0.090165
1.037663,0.309428,0.281414,0.092605
0.928219,0.276792,0.251733,0.082838
1.040565,0.310294,0.282201,0.092864
0.899982,0.268372,0.244075,0.080318
0.993539,0.296271,0.269448,0.088667
0.977456,0.291475,0.265086,0.087232
0.966112,0.288092,0.26201,0.08622
0.916151,0.273194,0.24846,0.081761
0.922343,0.27504,0.25014,0.082313
1.02741,0.306371,0.278634,0.09169
1.018186,0.30362,0.276132,0.090867
0.922916,0.275211,0.250295,0.082365
0.87094,0.259712,0.236199,0.077726
0.940733,0.280524,0.255127,0.083955
0.923979,0.275528,0.250583,0.082459
0.921565,0.274808,0.249929,0.082244
0.869699,0.259342,0.235862,0.077615
0.984607,0.293607,0.267025,0.08787
1.039928,0.310104,0.282028,0.092807
0.955086,0.284804,0.259019,0.085236
0.864697,0.25785,0.234506,0.077169
0.953431,0.28431,0.25857,0.085088
0.854523,0.254816,0.231747,0.076261
0.994777,0.29664,0.269784,0.088778
1.012046,0.301789,0.274467,0.090319
1.006623,0.300172,0.272996,0.089835
0.969156,0.289,0.262835,0.086491
0.875535,0.261082,0.237445,0.078136
0.885465,0.264043,0.240138,0.079022
0.927523,0.276585,0.251544,0.082776
0.856763,0.255484,0.232354,0.076461
0.927848,0.276682,0.251633,0.082805
0.983662,0.293325,0.266769,0.087786
0.964938,0.287742,0.261691,0.086115
0.899195,0.268137,0.243862,0.080248
0.984356,0.293532,0.266957,0.087848
0.853728,0.254579,0.231531,0.07619
0.878846,0.262069,0.238343,0.078432
0.876464,0.261359,0.237697,0.078219
0.954557,0.284646,0.258876,0.085188
1.022305,0.304849,0.277249,0.091234
0.979715,0.292148,0.265699,0.087434
0.862487,0.257191,0.233907,0.076972
1.004647,0.299583,0.27246,0.089659
0.887297,0.264589,0.240635,0.079186
0.949632,0.283177,0.25754,0.084749
1.041295,0.310511,0.282399,0.092929
0.886119,0.264238,0.240316,0.079081
0.999317,0.297993,0.271015,0.089183
0.960026,0.286277,0.260359,0.085676
0.970106,0.289283,0.263093,0.086576
1.043335,0.31112,0.282953,0.093111
0.898423,0.267907,0.243652,0.080179
1.035014,0.308638,0.280696,0.092369
0.891077,0.265717,0.24166,0.079523
0.904722,0.269785,0.245361,0.080741
0.960972,0.286559,0.260616,0.085761
0.951101,0.283616,0.257939,0.08488
0.905662,0.270066,0.245616,0.080825
0.960888,0.286534,0.260593,0.085753
0.898472,0.267922,0.243666,0.080183
0.994306,0.296499,0.269656,0.088736
0.96487,0.287722,0.261673,0.086109
0.903256,0.269348,0.244963,0.08061
1.011158,0.301524,0.274226,0.09024
1.001403,0.298615,0.27158,0.089369
0.944838,0.281748,0.25624,0.084321
0.862394,0.257164,0.233881,0.076963
0.970452,0.289386,0.263187,0.086607
0.915971,0.27314,0.248411,0.081745
0.977388,0.291454,0.265068,0.087226
1.011104,0.301508,0.274211,0.090235
0.940406,0.280427,0.255038,0.083926
0.865043,0.257953,0.2346,0.0772
0.896738,0.267405,0.243195,0.080028
0.958678,0.285875,0.259993,0.085556
0.957603,0.285554,0.259702,0.08546
1.002727,0.29901,0.27194,0.089487
0.925284,0.275917,0.250937,0.082576
0.943895,0.281467,0.255984,0.084237
0.981876,0.292792,0.266285,0.087626
0.854914,0.254933,0.231853,0.076296
0.912941,0.272236,0.24759,0.081474
0.872855,0.260283,0.236718,0.077897
0.986386,0.294138,0.267508,0.088029
0.934974,0.278807,0.253565,0.083441
0.914182,0.272607,0.247926,0.081585
0.896452,0.267319,0.243118,0.080003
0.982774,0.29306,0.266528,0.087707
1.034146,0.308379,0.280461,0.092291
0.948807,0.282932,0.257317,0.084675
0.908333,0.270862,0.24634,0.081063
0.895252,0.266962,0.242792,0.079896
1.013421,0.302199,0.27484,0.090442
0.993985,0.296404,0.269569,0.088707
1.014473,0.302513,0.275125,0.090535
0.894063,0.266607,0.24247,0.07979
0.886173,0.264254,0.24033,0.079085
1.036968,0.309221,0.281226,0.092543
0.87279,0.260264,0.236701,0.077891
0.956462,0.285214,0.259392,0.085358
0.870065,0.259451,0.235962,0.077648
0.982803,0.293069,0.266536,0.087709
0.885678,0.264107,0.240196,0.079041
0.870836,0.259681,0.236171,0.077717
0.910391,0.271476,0.246898,0.081247
0.887071,0.264522,0.240574,0.079166
0.862563,0.257214,0.233927,0.076978
0.9722,0.289907,0.263661,0.086763
0.892352,0.266097,0.242006,0.079637
0.870657,0.259628,0.236122,0.077701
1.031299,0.307531,0.279688,0.092037
0.926623,0.276316,0.2513,0.082695
0.916918,0.273422,0.248668,0.081829
1.022809,0.304999,0.277386,0.091279
0.892586,0.266167,0.242069,0.079658
0.927466,0.276568,0.251529,0.082771
1.016071,0.302989,0.275558,0.090678
0.957355,0.285481,0.259635,0.085438
0.886482,0.264346,0.240414,0.079113
0.856149,0.255301,0.232188,0.076406
1.038287,0.309614,0.281584,0.092661
0.941187,0.280659,0.25525,0.083995
0.952643,0.284075,0.258357,0.085018
0.961864,0.286825,0.260858,0.08584
1.018072,0.303586,0.276101,0.090857
0.995608,0.296888,0.270009,0.088852
0.917834,0.273696,0.248917,0.081911
0.96307,0.287185,0.261185,0.085948
0.944281,0.281582,0.256089,0.084271
0.943127,0.281238,0.255776,0.084168
0.862037,0.257057,0.233785,0.076932
0.904524,0.269727,0.245307,0.080723
0.91202,0.271962,0.24734,0.081392
0.89212,0.266027,0.241943,0.079616
0.915722,0.273066,0.248344,0.081723
0.948588,0.282866,0.257257,0.084656
0.959102,0.286002,0.260109,0.085594
0.911445,0.27179,0.247184,0.081341
0.928436,0.276857,0.251792,0.082857
0.883893,0.263574,0.239712,0.078882
0.922988,0.275232,0.250314,0.082371
1.025966,0.30594,0.278242,0.091561
0.990726,0.295432,0.268685,0.088416
0.884344,0.263709,0.239834,0.078922
0.898477,0.267923,0.243667,0.080184
1.008488,0.300728,0.273502,0.090001
0.924825,0.27578,0.250813,0.082535
0.989397,0.295035,0.268324,0.088298
0.913622,0.272439,0.247774,0.081535
0.990351,0.29532,0.268583,0.088383
1.018276,0.303647,0.276157,0.090875
0.907857,0.27072,0.246211,0.081021
1.005064,0.299707,0.272573,0.089696
0.862768,0.257275,0.233983,0.076997
1.006352,0.300091,0.272923,0.089811
0.940448,0.280439,0.25505,0.083929
1.021002,0.30446,0.276896,0.091118
0.999772,0.298129,0.271138,0.089223
0.883511,0.26346,0.239608,0.078848
0.992001,0.295812,0.269031,0.08853
0.860958,0.256735,0.233492,0.076835
0.998068,0.297621,0.270676,0.089071
0.871185,0.259785,0.236265,0.077748
0.863777,0.257576,0.234256,0.077087
0.937953,0.279695,0.254373,0.083707
0.974544,0.290606,0.264296,0.086972
0.898512,0.267934,0.243676,0.080187
0.898274,0.267863,0.243612,0.080165
0.859261,0.256229,0.233032,0.076684
0.950074,0.283309,0.25766,0.084788
0.979981,0.292228,0.265771,0.087457
0.985936,0.294003,0.267386,0.087989
0.930348,0.277427,0.252311,0.083028
0.974686,0.290649,0.264335,0.086985
0.959004,0.285972,0.260082,0.085585
0.916703,0.273358,0.24861,0.08181
0.920826,0.274588,0.249728,0.082178
0.958287,0.285758,0.259887,0.085521
0.991508,0.295665,0.268897,0.088486
0.900565,0.268546,0.244233,0.08037
1.021575,0.304631,0.277051,0.091169
0.871052,0.259745,0.236229,0.077736
0.856282,0.255341,0.232224,0.076418
0.888051,0.264814,0.240839,0.079253
0.997285,0.297387,0.270464,0.089002
